instance_id,repo,base_commit,reviewer,file,line_start,line_end,severity,message,is_hit,matched_oracle_site_id,tolerance,raw_output_path,latency_seconds,input_tokens,output_tokens,estimated_cost_usd,instance_n_oracle_files,skipped_reason
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,53,53,medium,"B904: Within an `except` clause, raise exceptions with `raise ... from err` or `raise ... from None` to distinguish them from errors in exception handling",False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,53,53,medium,"W0707: Consider explicitly re-raising using 'except (ValueError, TypeError) as exc' and 'raise TypeError('HTTP status code must be an integer.') from exc'",False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,248,248,medium,W0718: Catching too general exception Exception,False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,287,287,medium,W1113: Keyword argument before variable positional arguments list in the definition of __init__ function,False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,317,317,medium,W0718: Catching too general exception Exception,False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,355,355,medium,W1113: Keyword argument before variable positional arguments list in the definition of __init__ function,False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,378,378,medium,W0201: Attribute '_iterator' defined outside __init__,False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,402,402,medium,W0201: Attribute 'file_to_stream' defined outside __init__,False,,3,,3.3439999999973224,,,,1,
django__django-11133,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,static,django/http/response.py,405,405,medium,W0201: Attribute 'file_to_stream' defined outside __init__,False,,3,,3.3439999999973224,,,,1,
django__django-11283,django/django,08a4ee06510ae45562c228eefbdcaac84bd38c7a,static,django/contrib/auth/migrations/0011_update_proxy_permissions.py,5,5,medium,W0613: Unused argument 'schema_editor',True,site-0001,3,,1.2029999999940628,,,,1,
django__django-11283,django/django,08a4ee06510ae45562c228eefbdcaac84bd38c7a,static,django/contrib/auth/migrations/0011_update_proxy_permissions.py,13,13,medium,W0212: Access to a protected member _meta of a client class,True,site-0002,3,,1.2029999999940628,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,claude-sonnet-4-5,django/utils/autoreload.py,563,563,medium,setDaemon() is deprecated; use daemon property or daemon parameter in Thread constructor instead.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\82434c97df5af804f2535882b7d24f0315d0b2921ac6dce9bf0a174322415b38.txt,4.23399999999674,7377.0,154.0,0.024441,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,claude-sonnet-4-5,django/utils/autoreload.py,77,77,medium,Exception constructor call may fail if the original exception requires arguments.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\82434c97df5af804f2535882b7d24f0315d0b2921ac6dce9bf0a174322415b38.txt,4.23399999999674,7377.0,154.0,0.024441,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,django/utils/autoreload.py,228,228,high,The error message in ValueError should be formatted using f-string for better readability.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,5.625,6099.0,288.0,0.00108765,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,django/utils/autoreload.py,234,234,high,The error message in ValueError should be formatted using f-string for better readability.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,5.625,6099.0,288.0,0.00108765,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,django/utils/autoreload.py,268,268,medium,The logger message should be more descriptive to aid in debugging.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,5.625,6099.0,288.0,0.00108765,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,django/utils/autoreload.py,278,278,medium,Swallowing exceptions without logging can hide important errors.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,5.625,6099.0,288.0,0.00108765,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,django/utils/autoreload.py,312,312,medium,The trigger_reload function should handle exceptions to avoid crashing.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,5.625,6099.0,288.0,0.00108765,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,96,96,high,E1101: Module 'signal' has no 'SIGTTOU' member,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,52,52,medium,W0603: Using the global statement,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,58,58,medium,W0612: Unused variable 'et',False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,75,75,medium,W0602: Using global for '_exception' but no assignment is done,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,265,267,medium,"W0120: Else clause on loop without a break statement, remove the else and de-indent all the code inside it",False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,276,276,medium,B018: Found useless attribute access. Either assign it to a variable or remove it.,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,277,277,medium,W0718: Catching too general exception Exception,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,397,397,medium,B019: Use of `functools.lru_cache` or `functools.cache` on methods can lead to memory leaks,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,476,476,medium,W0718: Catching too general exception Exception,False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,496,496,medium,W0613: Unused argument 'kwargs',False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,540,540,medium,"B904: Within an `except` clause, raise exceptions with `raise ... from err` or `raise ... from None` to distinguish them from errors in exception handling",False,,3,,2.75,,,,1,
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,static,django/utils/autoreload.py,540,540,medium,W0707: Consider explicitly re-raising using 'except Exception as exc' and 'raise WatchmanUnavailable('Cannot connect to the watchman service.') from exc',False,,3,,2.75,,,,1,
django__django-12915,django/django,4652f1f0aa459a7b980441d629648707c32e36bf,claude-sonnet-4-5,django/contrib/staticfiles/handlers.py,77,79,high,"ASGIStaticFilesHandler.__init__ does not call super().__init__(), unlike StaticFilesHandler which does.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0ec33ac2fdf9e6fbc9251e41f1997cfc900959d281ff6d9ad691799ef5eec2d.txt,2.6560000000026776,1295.0,97.0,0.00534,1,
django__django-12915,django/django,4652f1f0aa459a7b980441d629648707c32e36bf,gpt-4o-mini,django/contrib/staticfiles/handlers.py,36,36,medium,The condition in _should_handle may lead to incorrect handling of paths if base_url is not properly set.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\7547f8eaeb3e99b9aee88655a33ad7ee825e8168ad44725a019b06e8fa4b6abb.txt,3.1089999999967404,1077.0,139.0,0.00024494999999999996,1,
django__django-12915,django/django,4652f1f0aa459a7b980441d629648707c32e36bf,gpt-4o-mini,django/contrib/staticfiles/handlers.py,42,42,high,"The file_path method does not handle cases where the URL does not start with base_url, potentially causing an IndexError.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\7547f8eaeb3e99b9aee88655a33ad7ee825e8168ad44725a019b06e8fa4b6abb.txt,3.1089999999967404,1077.0,139.0,0.00024494999999999996,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,claude-sonnet-4-5,django/db/models/sql/compiler.py,390,390,high,Potential IndexError if regex search returns None or has no groups.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\5adde48667650d170cf2b193ea5dd1aec95468a9fa17316a4596f1253adf6e25.txt,4.639999999999418,23274.0,155.0,0.07214699999999999,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,claude-sonnet-4-5,django/db/models/sql/compiler.py,403,403,high,Potential IndexError if regex search returns None or has no groups.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\5adde48667650d170cf2b193ea5dd1aec95468a9fa17316a4596f1253adf6e25.txt,4.639999999999418,23274.0,155.0,0.07214699999999999,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,47,47,medium,W0201: Attribute 'col_count' defined outside __init__,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,57,57,medium,W0201: Attribute 'where' defined outside __init__,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,59,59,medium,W0201: Attribute 'has_extra_select' defined outside __init__,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,128,128,medium,B007: Loop control variable `sql` not used within loop body,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,160,160,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,292,292,medium,W0612: Unused variable 'desc',False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,433,433,medium,W0622: Redefining built-in 'all',False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,670,670,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,676,676,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,812,812,medium,W0212: Access to a protected member _filtered_relations of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,836,836,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,840,840,medium,W0622: Redefining built-in 'next',False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,871,871,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,877,877,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,908,908,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,915,915,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,931,931,medium,W0212: Access to a protected member _filtered_relations of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,948,948,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,957,957,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,static,django/db/models/sql/compiler.py,980,980,medium,W0212: Access to a protected member _meta of a client class,False,,3,,2.4680000000080327,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,claude-sonnet-4-5,django/forms/models.py,1357,1357,medium,"Filter result is created but never used, making the validation ineffective.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\5d9664e793b7b19b1d1f5227e29dde48d69e37ddffb8951783b43c33e144dcfd.txt,6.952999999994063,19150.0,81.0,0.058665,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,218,218,high,E1121: Too many positional arguments for classmethod call,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,471,471,high,E1139: Invalid metaclass 'ModelFormMetaclass' used,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,1222,1222,high,E1003: Bad first argument 'ChoiceField' given to super(),False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,38,38,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,85,85,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,142,142,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,318,318,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,431,431,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,454,454,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,455,455,medium,W0212: Access to a protected member _state of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,465,465,medium,W0201: Attribute 'save_m2m' defined outside __init__,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,583,583,medium,W0201: Attribute '_object_dict' defined outside __init__,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,599,599,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,607,607,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,626,626,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,634,634,medium,W0212: Access to a protected member _default_manager of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,640,640,medium,W0212: Access to a protected member _meta of a client class,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,645,645,medium,W0201: Attribute '_queryset' defined outside __init__,False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,652,652,medium,W0613: Unused argument 'instance',False,,3,,1.8440000000118744,,,,1,
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,static,django/forms/models.py,667,667,medium,W0201: Attribute 'saved_forms' defined outside __init__,False,,3,,1.8440000000118744,,,,1,
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,claude-sonnet-4-5,django/contrib/auth/tokens.py,104,104,medium,datetime.now() returns naive datetime which may cause issues when comparing with timezone-aware last_login field.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\fa122d3fa1d71e070065262e25faf3b2b8987ab803864db605def483fe38de20.txt,0.0,1561.0,89.0,0.006018000000000001,1,
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,django/contrib/auth/tokens.py,14,14,high,"The 'algorithm' attribute is initialized to None, which may lead to security vulnerabilities if not properly set.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314.0,264.0,0.0003555,1,
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,django/contrib/auth/tokens.py,15,15,high,"The 'secret' attribute is initialized to None, which may lead to security vulnerabilities if not properly set.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314.0,264.0,0.0003555,1,
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,django/contrib/auth/tokens.py,21,21,medium,The algorithm is set to a potentially insecure default if settings.DEFAULT_HASHING_ALGORITHM is not defined.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314.0,264.0,0.0003555,1,
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,django/contrib/auth/tokens.py,60,60,medium,"The PASSWORD_RESET_TIMEOUT setting is used without validation, which could lead to unexpected behavior if misconfigured.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314.0,264.0,0.0003555,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,claude-sonnet-4-5,django/core/management/templates.py,1,1,medium,The 'cgi' module is deprecated since Python 3.11 and removed in Python 3.13.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\6f91caf09b31015f5034d854b014ea9d12000233ed388cd191bf72f804f5299d.txt,4.01600000000326,4616.0,168.0,0.016368,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,claude-sonnet-4-5,django/core/management/templates.py,270,270,low,Using string split on path assumes Unix-style separators but should use os.path.basename.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\6f91caf09b31015f5034d854b014ea9d12000233ed388cd191bf72f804f5299d.txt,4.01600000000326,4616.0,168.0,0.016368,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,django/core/management/templates.py,72,72,high,Raising CommandError with a generic exception message can expose sensitive information.,True,site-0001,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,9.735000000000582,3622.0,289.0,0.0007166999999999999,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,django/core/management/templates.py,80,80,high,Raising CommandError with a generic exception message can expose sensitive information.,True,site-0001,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,9.735000000000582,3622.0,289.0,0.0007166999999999999,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,django/core/management/templates.py,146,151,medium,CommandError message may not clearly indicate the nature of the conflict.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,9.735000000000582,3622.0,289.0,0.0007166999999999999,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,django/core/management/templates.py,168,174,medium,Ignoring OSError without proper handling may lead to silent failures.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,9.735000000000582,3622.0,289.0,0.0007166999999999999,1,
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,django/core/management/templates.py,321,321,high,Raising CommandError with a generic exception message can expose sensitive information.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,9.735000000000582,3622.0,289.0,0.0007166999999999999,1,
