instance_id,repo,base_commit,reviewer,prompt_variant,template_id,file,line_start,line_end,severity,message,is_hit,matched_oracle_site_id,tolerance,raw_output_path,latency_seconds,input_tokens,output_tokens,estimated_cost_usd,instance_n_oracle_files,skipped_reason,cache_hit
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,claude-sonnet-4-5,A,v1,django/utils/autoreload.py,77,77,medium,Exception constructor call may fail if the original exception requires arguments.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\82434c97df5af804f2535882b7d24f0315d0b2921ac6dce9bf0a174322415b38.txt,0.0,7377,154,0.024441,1,,True
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,A,v1,django/utils/autoreload.py,228,228,high,The error message in ValueError should be formatted using f-string for better readability.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,0.0,6099,288,0.00108765,1,,True
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,A,v1,django/utils/autoreload.py,234,234,high,The error message in ValueError should be formatted using f-string for better readability.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,0.0,6099,288,0.00108765,1,,True
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,A,v1,django/utils/autoreload.py,268,268,medium,The logger message should be more descriptive to aid in debugging.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,0.0,6099,288,0.00108765,1,,True
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,A,v1,django/utils/autoreload.py,278,278,medium,Swallowing exceptions without logging can hide important errors.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,0.0,6099,288,0.00108765,1,,True
django__django-11422,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,gpt-4o-mini,A,v1,django/utils/autoreload.py,312,312,medium,The trigger_reload function should handle exceptions to avoid crashing.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8cba15256f616d6fc62e79de0dbb974139a539079d229864b0f9a00035f22db2.txt,0.0,6099,288,0.00108765,1,,True
django__django-12915,django/django,4652f1f0aa459a7b980441d629648707c32e36bf,claude-sonnet-4-5,A,v1,django/contrib/staticfiles/handlers.py,77,79,high,"ASGIStaticFilesHandler.__init__ does not call super().__init__(), unlike StaticFilesHandler which does.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0ec33ac2fdf9e6fbc9251e41f1997cfc900959d281ff6d9ad691799ef5eec2d.txt,0.0,1295,97,0.00534,1,,True
django__django-12915,django/django,4652f1f0aa459a7b980441d629648707c32e36bf,gpt-4o-mini,A,v1,django/contrib/staticfiles/handlers.py,36,36,medium,The condition in _should_handle may lead to incorrect handling of paths if base_url is not properly set.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\7547f8eaeb3e99b9aee88655a33ad7ee825e8168ad44725a019b06e8fa4b6abb.txt,0.0,1077,139,0.00024494999999999996,1,,True
django__django-12915,django/django,4652f1f0aa459a7b980441d629648707c32e36bf,gpt-4o-mini,A,v1,django/contrib/staticfiles/handlers.py,42,42,high,"The file_path method does not handle cases where the URL does not start with base_url, potentially causing an IndexError.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\7547f8eaeb3e99b9aee88655a33ad7ee825e8168ad44725a019b06e8fa4b6abb.txt,0.0,1077,139,0.00024494999999999996,1,,True
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,claude-sonnet-4-5,A,v1,django/db/models/sql/compiler.py,390,390,high,Potential IndexError if regex search returns None or has no groups.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\5adde48667650d170cf2b193ea5dd1aec95468a9fa17316a4596f1253adf6e25.txt,0.0,23274,155,0.07214699999999999,1,,True
django__django-13033,django/django,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,claude-sonnet-4-5,A,v1,django/db/models/sql/compiler.py,403,403,high,Potential IndexError if regex search returns None or has no groups.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\5adde48667650d170cf2b193ea5dd1aec95468a9fa17316a4596f1253adf6e25.txt,0.0,23274,155,0.07214699999999999,1,,True
django__django-13315,django/django,36bc47069ce071e80c8129500de3b8664d2058a7,claude-sonnet-4-5,A,v1,django/forms/models.py,1357,1357,medium,"Filter result is created but never used, making the validation ineffective.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\5d9664e793b7b19b1d1f5227e29dde48d69e37ddffb8951783b43c33e144dcfd.txt,0.0,19150,81,0.058665,1,,True
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,claude-sonnet-4-5,A,v1,django/contrib/auth/tokens.py,104,104,medium,datetime.now() returns naive datetime which may cause issues when comparing with timezone-aware last_login field.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\fa122d3fa1d71e070065262e25faf3b2b8987ab803864db605def483fe38de20.txt,0.0,1561,89,0.006018000000000001,1,,True
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,A,v1,django/contrib/auth/tokens.py,14,14,high,"The 'algorithm' attribute is initialized to None, which may lead to security vulnerabilities if not properly set.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314,264,0.0003555,1,,True
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,A,v1,django/contrib/auth/tokens.py,15,15,high,"The 'secret' attribute is initialized to None, which may lead to security vulnerabilities if not properly set.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314,264,0.0003555,1,,True
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,A,v1,django/contrib/auth/tokens.py,21,21,medium,The algorithm is set to a potentially insecure default if settings.DEFAULT_HASHING_ALGORITHM is not defined.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314,264,0.0003555,1,,True
django__django-13551,django/django,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,gpt-4o-mini,A,v1,django/contrib/auth/tokens.py,60,60,medium,"The PASSWORD_RESET_TIMEOUT setting is used without validation, which could lead to unexpected behavior if misconfigured.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\082042f50b55fbd54386728418078d03ce56d9ad0353c0ba48b8cd6cd5ab23f6.txt,0.0,1314,264,0.0003555,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,claude-sonnet-4-5,A,v1,django/core/management/templates.py,1,1,medium,The 'cgi' module is deprecated since Python 3.11 and removed in Python 3.13.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\6f91caf09b31015f5034d854b014ea9d12000233ed388cd191bf72f804f5299d.txt,0.0,4616,168,0.016368,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,claude-sonnet-4-5,A,v1,django/core/management/templates.py,270,270,low,Using string split on path assumes Unix-style separators but should use os.path.basename.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\6f91caf09b31015f5034d854b014ea9d12000233ed388cd191bf72f804f5299d.txt,0.0,4616,168,0.016368,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,A,v1,django/core/management/templates.py,72,72,high,Raising CommandError with a generic exception message can expose sensitive information.,True,site-0001,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,0.0,3622,289,0.0007166999999999999,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,A,v1,django/core/management/templates.py,80,80,high,Raising CommandError with a generic exception message can expose sensitive information.,True,site-0001,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,0.0,3622,289,0.0007166999999999999,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,A,v1,django/core/management/templates.py,146,151,medium,CommandError message may not clearly indicate the nature of the conflict.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,0.0,3622,289,0.0007166999999999999,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,A,v1,django/core/management/templates.py,168,174,medium,Ignoring OSError without proper handling may lead to silent failures.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,0.0,3622,289,0.0007166999999999999,1,,True
django__django-14382,django/django,29345aecf6e8d53ccb3577a3762bb0c263f7558d,gpt-4o-mini,A,v1,django/core/management/templates.py,321,321,high,Raising CommandError with a generic exception message can expose sensitive information.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\8d0ed5404acd3206e9732808936f3bebfdd49f3efd9e865eabe1a114d54ff162.txt,0.0,3622,289,0.0007166999999999999,1,,True
django__django-16408,django/django,ef85b6bf0bc5a8b194f0724cf5bbedbcee402b96,claude-sonnet-4-5,A,v1,django/db/models/sql/compiler.py,470,470,high,"Regex search result is accessed without checking if match exists, will raise AttributeError if no match found.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\7cc51ddabaa97080ec61f464bd132e8850e8d777283908988f560fb68cd9d8bc.txt,0.0,27929,171,0.086352,1,,True
django__django-16408,django/django,ef85b6bf0bc5a8b194f0724cf5bbedbcee402b96,claude-sonnet-4-5,A,v1,django/db/models/sql/compiler.py,483,483,high,"Regex search result is accessed without checking if match exists, will raise AttributeError if no match found.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\7cc51ddabaa97080ec61f464bd132e8850e8d777283908988f560fb68cd9d8bc.txt,0.0,27929,171,0.086352,1,,True
django__django-16816,django/django,191f6a9a4586b5e5f79f4f42f190e7ad4bbacc84,claude-sonnet-4-5,A,v1,django/contrib/admin/checks.py,1000,1000,medium,Using issubclass without _issubclass wrapper can raise TypeError if item is not a class.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\632467423e5b9118d45c759c237b101ab913be88f8ef373edcde433240cb0eed.txt,0.0,16621,89,0.05119800000000001,1,,True
django__django-16816,django/django,191f6a9a4586b5e5f79f4f42f190e7ad4bbacc84,gpt-4o-mini,A,v1,django/contrib/admin/checks.py,138,138,high,The check for 'AuthenticationMiddleware' does not account for the possibility of it being a subclass.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\1d6884374a6653a0793c961454437447f8e9b8741948be040489a51835752aeb.txt,0.0,13048,194,0.0020736,1,,True
django__django-16816,django/django,191f6a9a4586b5e5f79f4f42f190e7ad4bbacc84,gpt-4o-mini,A,v1,django/contrib/admin/checks.py,148,148,high,The check for 'MessageMiddleware' does not account for the possibility of it being a subclass.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\1d6884374a6653a0793c961454437447f8e9b8741948be040489a51835752aeb.txt,0.0,13048,194,0.0020736,1,,True
django__django-16816,django/django,191f6a9a4586b5e5f79f4f42f190e7ad4bbacc84,gpt-4o-mini,A,v1,django/contrib/admin/checks.py,158,158,high,The check for 'SessionMiddleware' does not account for the possibility of it being a subclass.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\1d6884374a6653a0793c961454437447f8e9b8741948be040489a51835752aeb.txt,0.0,13048,194,0.0020736,1,,True
django__django-17087,django/django,4a72da71001f154ea60906a2f74898d32b7322a7,claude-sonnet-4-5,A,v1,django/db/migrations/serializer.py,291,291,medium,"Empty set serialization produces 'set()' but _format returns string with '%s' placeholder that expects content, resulting in 'set([])' instead of 'set()'.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\2706db46d144226c639712d11f9b2a63f3d818caad890d183e1ac6537ecefaeb.txt,0.0,4872,108,0.016236,1,,True
django__django-17087,django/django,4a72da71001f154ea60906a2f74898d32b7322a7,gpt-4o-mini,A,v1,django/db/migrations/serializer.py,201,201,medium,Using a set to collect imports may lead to unexpected behavior if the same import is added multiple times.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\14912a70dc5127866bde8425dfd8d74a8e96e6e480a41004df51df7f9c98d638.txt,0.0,3901,132,0.00066435,1,,True
django__django-17087,django/django,4a72da71001f154ea60906a2f74898d32b7322a7,gpt-4o-mini,A,v1,django/db/migrations/serializer.py,275,275,medium,Using a set to collect imports may lead to unexpected behavior if the same import is added multiple times.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\14912a70dc5127866bde8425dfd8d74a8e96e6e480a41004df51df7f9c98d638.txt,0.0,3901,132,0.00066435,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,claude-sonnet-4-5,A,v1,lib/matplotlib/figure.py,2383,2383,low,Duplicate connection of 'key_release_event' handler at line 2383 (already connected at line 2382).,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\9aff733580a712efe415f4b570a99290f3b9e99156fd6a48a6da21bd73c28ea5.txt,0.0,45164,193,0.138387,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,claude-sonnet-4-5,A,v1,lib/matplotlib/figure.py,404,405,low,Dictionary key 'rotation_mode' is added to info dict but not used in _suplabels method.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\9aff733580a712efe415f4b570a99290f3b9e99156fd6a48a6da21bd73c28ea5.txt,0.0,45164,193,0.138387,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,gpt-4o-mini,A,v1,lib/matplotlib/figure.py,124,124,high,Using mpl.rcParams directly in the constructor can lead to unexpected behavior if rcParams are modified after initialization.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0779734fb107e02f2f04cdb306d1299e4bb19d8ca048217601e2015f3d3811e.txt,0.0,38315,327,0.005943449999999999,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,gpt-4o-mini,A,v1,lib/matplotlib/figure.py,2401,2403,high,"Figure size must be positive finite, but the check does not account for the case where size is not provided.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0779734fb107e02f2f04cdb306d1299e4bb19d8ca048217601e2015f3d3811e.txt,0.0,38315,327,0.005943449999999999,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,gpt-4o-mini,A,v1,lib/matplotlib/figure.py,2404,2404,medium,The figure's bounding box is set without checking if the dimensions are valid.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0779734fb107e02f2f04cdb306d1299e4bb19d8ca048217601e2015f3d3811e.txt,0.0,38315,327,0.005943449999999999,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,gpt-4o-mini,A,v1,lib/matplotlib/figure.py,2408,2408,medium,Setting the dpi without validation can lead to unexpected results if an invalid value is provided.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0779734fb107e02f2f04cdb306d1299e4bb19d8ca048217601e2015f3d3811e.txt,0.0,38315,327,0.005943449999999999,1,,True
matplotlib__matplotlib-23476,matplotlib/matplotlib,33a0599711d26dc2b79f851c6daed4947df7c167,gpt-4o-mini,A,v1,lib/matplotlib/figure.py,2409,2409,medium,The transformation for the figure's bounding box is set without ensuring the transformation is valid.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\e0779734fb107e02f2f04cdb306d1299e4bb19d8ca048217601e2015f3d3811e.txt,0.0,38315,327,0.005943449999999999,1,,True
sphinx-doc__sphinx-8282,sphinx-doc/sphinx,2c2335bbb8af99fa132e1573bbf45dc91584d5a2,claude-sonnet-4-5,A,v1,sphinx/ext/autodoc/__init__.py,1932,1933,medium,"Off-by-one error: checks `len(sig.parameters) == 1` but accesses `params[1]`, which would cause IndexError.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\368cd88ddd8c14cd5df173ddecbe91fd7ea017bc931931ea87cadf8ab9222587.txt,0.0,31574,220,0.098022,1,,True
sphinx-doc__sphinx-8282,sphinx-doc/sphinx,2c2335bbb8af99fa132e1573bbf45dc91584d5a2,claude-sonnet-4-5,A,v1,sphinx/ext/autodoc/__init__.py,1285,1286,low,Inconsistent early return check: returns early if `len(sig.parameters) == 0` but similar function at line 1932 checks for `== 1`.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\368cd88ddd8c14cd5df173ddecbe91fd7ea017bc931931ea87cadf8ab9222587.txt,0.0,31574,220,0.098022,1,,True
sphinx-doc__sphinx-8282,sphinx-doc/sphinx,2c2335bbb8af99fa132e1573bbf45dc91584d5a2,gpt-4o-mini,A,v1,sphinx/ext/autodoc/__init__.py,105,105,medium,The function members_set_option() is deprecated.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\1d2805a14182fb27ed1225e4a76271a6b74c306e8847ae8880d169eaac91f42e.txt,0.0,26026,176,0.0040095,1,,True
sphinx-doc__sphinx-8282,sphinx-doc/sphinx,2c2335bbb8af99fa132e1573bbf45dc91584d5a2,gpt-4o-mini,A,v1,sphinx/ext/autodoc/__init__.py,155,155,medium,The function merge_special_members_option() is deprecated.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\1d2805a14182fb27ed1225e4a76271a6b74c306e8847ae8880d169eaac91f42e.txt,0.0,26026,176,0.0040095,1,,True
sphinx-doc__sphinx-8282,sphinx-doc/sphinx,2c2335bbb8af99fa132e1573bbf45dc91584d5a2,gpt-4o-mini,A,v1,sphinx/ext/autodoc/__init__.py,2225,2225,medium,The function get_documenters() is deprecated.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\1d2805a14182fb27ed1225e4a76271a6b74c306e8847ae8880d169eaac91f42e.txt,0.0,26026,176,0.0040095,1,,True
sphinx-doc__sphinx-8474,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,claude-sonnet-4-5,A,v1,sphinx/domains/std.py,236,236,high,Using first ID from signode['ids'] list which may be empty or contain wrong ID after multiple IDs were appended in lines 224-229.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\a5c39962343e9c01ad541c4b5825fbb652868c92f7c2a2f371bcc5b16b95f14a.txt,0.0,16142,432,0.054906,1,,True
sphinx-doc__sphinx-8474,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,claude-sonnet-4-5,A,v1,sphinx/domains/std.py,245,245,high,Using first ID from signode['ids'] list which may be empty or contain wrong ID after multiple IDs were appended in lines 224-229.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\a5c39962343e9c01ad541c4b5825fbb652868c92f7c2a2f371bcc5b16b95f14a.txt,0.0,16142,432,0.054906,1,,True
sphinx-doc__sphinx-8474,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,claude-sonnet-4-5,A,v1,sphinx/domains/std.py,541,541,medium,Checking title[0] without verifying title is non-empty could raise IndexError.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\a5c39962343e9c01ad541c4b5825fbb652868c92f7c2a2f371bcc5b16b95f14a.txt,0.0,16142,432,0.054906,1,,True
sphinx-doc__sphinx-8474,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,claude-sonnet-4-5,A,v1,sphinx/domains/std.py,667,668,medium,"Tuple unpacking assumes objects dictionary values are 2-tuples, but could fail if data is corrupted.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\a5c39962343e9c01ad541c4b5825fbb652868c92f7c2a2f371bcc5b16b95f14a.txt,0.0,16142,432,0.054906,1,,True
sphinx-doc__sphinx-8474,sphinx-doc/sphinx,3ea1ec84cc610f7a9f4f6b354e264565254923ff,claude-sonnet-4-5,A,v1,sphinx/domains/std.py,870,870,low,String 'number' checked with 'in' operator but should be '{number}' to match format string pattern.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\a5c39962343e9c01ad541c4b5825fbb652868c92f7c2a2f371bcc5b16b95f14a.txt,0.0,16142,432,0.054906,1,,True
sympy__sympy-16792,sympy/sympy,09786a173e7a0a488f46dd6000177c23e5d24eed,claude-sonnet-4-5,A,v1,sympy/utilities/codegen.py,277,277,high,Identity comparison 'is' used instead of equality '==' for string comparison.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\045018492b5bf904f9c15221f406b0e152d66d4951f1d3244e6ae4ccb00c71c6.txt,0.0,28600,328,0.09072,1,,True
sympy__sympy-16792,sympy/sympy,09786a173e7a0a488f46dd6000177c23e5d24eed,claude-sonnet-4-5,A,v1,sympy/utilities/codegen.py,279,279,high,Identity comparison 'is' used instead of equality '==' for string comparison.,False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\045018492b5bf904f9c15221f406b0e152d66d4951f1d3244e6ae4ccb00c71c6.txt,0.0,28600,328,0.09072,1,,True
sympy__sympy-16792,sympy/sympy,09786a173e7a0a488f46dd6000177c23e5d24eed,claude-sonnet-4-5,A,v1,sympy/utilities/codegen.py,958,958,high,"CodeGen is called as a function but it's a class, should be CodeGenError.",False,,3,D:\Jet_brains\SWE-Review-Bench-MVP\.cache\llm\raw\045018492b5bf904f9c15221f406b0e152d66d4951f1d3244e6ae4ccb00c71c6.txt,0.0,28600,328,0.09072,1,,True
